;Horas Presencia Efectiva Subcontratados;Horas Presencia Efectiva ETTs;Horas Formacion Seguridad Propios;Horas Formacion Seguridad ETTs;Accident;wk_position;Age;Severity;Accident_place;Gender_Hombre;T_Turno de mañana;T_Turno de noche;T_Turno de tarde;Age_Entre 30-50;Age_Mayor 50;Age_Menor 30;Tipo_trab_reduced;Acc_Duración Determinada;Acc_ETT;Acc_Indefinido;Acc_Otros
15218;0.0;0.0;0.0;;0;MF1 Presse 2;Menor 30;;Mantenimiento;1;0;1;0;0;0;1;Indefinido;0;0;1;0
15219;0.0;0.0;607.0;0.0;0;Ayudante longitudinal;Entre 30-50;;Mantenimiento;1;0;0;1;1;0;0;Otros;0;0;0;1
15220;25249.0;42485.0;1419.0;829.0;0;LIDER LONGI06;Entre 30-50;;Mantenimiento;1;1;0;0;1;0;0;Duración Determinada;1;0;0;0
15221;0.0;0.0;0.0;;0;Auxiliar LONGI003;Entre 30-50;;Mantenimiento;1;1;0;0;1;0;0;Otros;0;0;0;1
15222;0.0;0.0;0.0;;0;Montador LONGI003;Entre 30-50;;Mantenimiento;1;0;0;1;1;0;0;Indefinido;0;0;1;0
15223;25685.0;18303.0;1151.0;152.0;0;packaging operator;Mayor 50;;Mantenimiento;1;0;0;1;0;1;0;Duración Determinada;1;0;0;0
15224;0.0;0.0;0.0;;0;Gruista de salida;Menor 30;;Mantenimiento;1;0;0;1;0;0;1;ETT;0;1;0;0
15225;0.0;0.0;0.0;;0;Personal de mantenimiento;Mayor 50;;Mantenimiento;1;0;0;1;0;1;0;Otros;0;0;0;1
15226;0.0;0.0;0.0;;0;Maschinenführer 2 Presse 2;Mayor 50;;Mantenimiento;1;0;1;0;0;1;0;Duración Determinada;1;0;0;0
15227;0.0;0.0;0.0;;0;Verpacker / Bestuecker;Mayor 50;;Mantenimiento;1;0;1;0;0;1;0;Otros;0;0;0;1
15228;0.0;0.0;0.0;;0;AYUDANTE PRENSAS;Entre 30-50;;Mantenimiento;1;1;0;0;1;0;0;Otros;0;0;0;1
15229;0.0;0.0;607.0;0.0;0;Acumulador;Mayor 50;;Mantenimiento;1;1;0;0;0;1;0;Otros;0;0;0;1
15230;0.0;0.0;0.0;;0;Titular y ayudantes de Perfiladora de Dimeco Perfi012;Entre 30-50;;Mantenimiento;0;1;0;0;1;0;0;Otros;0;0;0;1
15231;0.0;0.0;0.0;;0;Operario de producción;Mayor 50;;Mantenimiento;1;1;0;0;0;1;0;Otros;0;0;0;1
15232;0.0;46113.0;1544.0;0.0;0;Power Press Op;Entre 30-50;;Mantenimiento;1;0;1;0;1;0;0;Indefinido;0;0;1;0
15233;0.0;0.0;0.0;;0;soldadura;Entre 30-50;;Mantenimiento;1;0;1;0;1;0;0;Otros;0;0;0;1
15234;0.0;0.0;0.0;;0;DECAPADO;Menor 30;;Mantenimiento;1;1;0;0;0;0;1;Indefinido;0;0;1;0
15235;0.0;0.0;0.0;;0;Auxiliar de linea;Entre 30-50;;Mantenimiento;1;0;0;1;1;0;0;ETT;0;1;0;0
15236;0.0;46113.0;1544.0;0.0;0;Stacker Operator;Entre 30-50;;Mantenimiento;1;0;0;1;1;0;0;Otros;0;0;0;1
15237;0.0;0.0;1500.0;0.0;0;Montador Prensa 002;Menor 30;;Mantenimiento;1;0;0;1;0;0;1;Duración Determinada;1;0;0;0
15238;25685.0;18303.0;1151.0;152.0;0;Desmontaje de la herramienta después de la producción de la línea 1 para colocarla en el almacén de matrices – matriz núm. 26;Menor 30;;Mantenimiento;1;0;0;1;0;0;1;Otros;0;0;0;1
15239;25685.0;18303.0;1151.0;152.0;0;Flejador;Menor 30;;Mantenimiento;1;0;0;1;0;0;1;ETT;0;1;0;0
15240;25685.0;18303.0;1151.0;152.0;0;foreman;Entre 30-50;;Mantenimiento;1;1;0;0;1;0;0;Duración Determinada;1;0;0;0
15241;25685.0;18303.0;1151.0;152.0;0;Montacarguista;Entre 30-50;;Mantenimiento;1;1;0;0;1;0;0;Otros;0;0;0;1
15242;0.0;0.0;0.0;;0;Titular de longi004;Entre 30-50;;Mantenimiento;1;0;1;0;1;0;0;Indefinido;0;0;1;0
15243;0.0;0.0;0.0;0.0;0;Montador/auxiliar LONGI003;Mayor 50;;Mantenimiento;1;0;1;0;0;1;0;Indefinido;0;0;1;0
15244;0.0;0.0;0.0;;0;Slitter Operators ;Entre 30-50;;Mantenimiento;1;1;0;0;1;0;0;Otros;0;0;0;1
15245;25249.0;42485.0;1419.0;829.0;0;Cargador descargador;Entre 30-50;;Mantenimiento;1;0;0;1;1;0;0;Otros;0;0;0;1
15246;0.0;0.0;0.0;0.0;0;TITULAR LÍNEA CORTE PRENSA I;Entre 30-50;;Mantenimiento;1;1;0;0;1;0;0;Indefinido;0;0;1;0
15247;0.0;0.0;0.0;;0;MAQUINISTA LONGI008;Menor 30;;Mantenimiento;1;0;0;1;0;0;1;Otros;0;0;0;1
15248;25249.0;42485.0;1419.0;829.0;0;Gantry crane operator;Mayor 50;;Mantenimiento;1;1;0;0;0;1;0;Otros;0;0;0;1
15249;0.0;0.0;0.0;;0;Verpackerin;Entre 30-50;;Mantenimiento;1;1;0;0;1;0;0;ETT;0;1;0;0
15250;0.0;46113.0;1544.0;0.0;0;SI;Menor 30;;Mantenimiento;1;1;0;0;0;0;1;Otros;0;0;0;1
15251;17051.0;211.0;757.0;0.0;0;Gruista de evacuación de maquinas;Mayor 50;;Mantenimiento;1;1;0;0;0;1;0;Duración Determinada;1;0;0;0
15252;25685.0;18303.0;1151.0;152.0;0;Maquinista LC4/LC7 y Gruista;Entre 30-50;;Mantenimiento;1;0;1;0;1;0;0;Duración Determinada;1;0;0;0
15253;25685.0;18303.0;1151.0;152.0;0;Drove the forklift fork the products;Entre 30-50;;Mantenimiento;1;1;0;0;1;0;0;Otros;0;0;0;1
15254;0.0;0.0;0.0;;0;Maquinista Perfiladora Tubos;Mayor 50;;Mantenimiento;1;0;1;0;0;1;0;Duración Determinada;1;0;0;0
15255;0.0;0.0;0.0;;0;operatorof Press;Entre 30-50;;Mantenimiento;1;0;1;0;1;0;0;ETT;0;1;0;0
15256;2836.0;2046.0;1212.0;0.0;0;MF1 Presse 2;Entre 30-50;;Mantenimiento;1;0;1;0;1;0;0;Otros;0;0;0;1
15257;25685.0;18303.0;1151.0;152.0;0;shift manager;Mayor 50;;Mantenimiento;1;1;0;0;0;1;0;Otros;0;0;0;1
15258;0.0;0.0;0.0;;0;N/A ;Mayor 50;;Mantenimiento;1;1;0;0;0;1;0;Indefinido;0;0;1;0
15259;0.0;46113.0;1544.0;0.0;0;Gruista tubos;Entre 30-50;;Mantenimiento;1;1;0;0;1;0;0;Otros;0;0;0;1
15260;0.0;0.0;0.0;;0;Operador Logistico;Mayor 50;;Mantenimiento;0;0;0;1;0;1;0;Duración Determinada;1;0;0;0
15261;0.0;0.0;607.0;0.0;0;Gruista Subcontrata Pardo Freijo;Mayor 50;;Mantenimiento;0;1;0;0;0;1;0;Otros;0;0;0;1
15262;25685.0;18303.0;1151.0;152.0;0;Anlagenführer Laser 5;Entre 30-50;;Mantenimiento;0;1;0;0;1;0;0;ETT;0;1;0;0
15263;25685.0;18303.0;1151.0;152.0;0;Gruista Nave 4.;Menor 30;;Mantenimiento;1;0;0;1;0;0;1;Otros;0;0;0;1
15264;0.0;0.0;0.0;0.0;0;TITULAR LÍNEA CORTE PRENSA I;Entre 30-50;;Mantenimiento;0;1;0;0;1;0;0;Otros;0;0;0;1
15265;0.0;0.0;0.0;;0;Carretilleros;Menor 30;;Mantenimiento;1;0;1;0;0;0;1;Duración Determinada;1;0;0;0
15266;19528.0;6377.0;262.0;56.0;0;Maquinista LONGI009;Mayor 50;;Mantenimiento;1;1;0;0;0;1;0;Duración Determinada;1;0;0;0
15267;25249.0;42485.0;1419.0;829.0;0;welding for polygon;Mayor 50;;Mantenimiento;0;0;1;0;0;1;0;Indefinido;0;0;1;0
15268;25685.0;18303.0;1151.0;152.0;0;Carretillero;Mayor 50;;Mantenimiento;1;1;0;0;0;1;0;ETT;0;1;0;0
15269;0.0;0.0;0.0;;0;TPM loading car loop;Mayor 50;;Mantenimiento;1;0;1;0;0;1;0;Otros;0;0;0;1
15270;25685.0;18303.0;1151.0;152.0;0;MONTADOR LONGI005;Mayor 50;;Mantenimiento;1;0;0;1;0;1;0;Otros;0;0;0;1
15271;2836.0;2046.0;1212.0;0.0;0;GRUISTA TRANS002;Entre 30-50;;Mantenimiento;1;1;0;0;1;0;0;Indefinido;0;0;1;0
15272;25249.0;42485.0;1419.0;829.0;0;Controlador de proceso;Mayor 50;;Mantenimiento;1;1;0;0;0;1;0;Duración Determinada;1;0;0;0
15273;0.0;0.0;0.0;0.0;0;si;Mayor 50;;Mantenimiento;1;0;0;1;0;1;0;Indefinido;0;0;1;0
15274;19528.0;6377.0;262.0;56.0;0;Operario de linea;Mayor 50;;Mantenimiento;1;0;0;1;0;1;0;ETT;0;1;0;0
15275;0.0;0.0;0.0;0.0;0;Carretillero de la Empresa Pardo Freijo;Mayor 50;;Mantenimiento;1;1;0;0;0;1;0;Otros;0;0;0;1
15276;0.0;0.0;0.0;;0;Empaquetador;Entre 30-50;;Mantenimiento;0;1;0;0;1;0;0;Otros;0;0;0;1
15277;25685.0;18303.0;1151.0;152.0;0;press op ;Mayor 50;;Mantenimiento;1;0;0;1;0;1;0;Otros;0;0;0;1
15278;0.0;0.0;607.0;0.0;0;OPERARIO;Menor 30;;Mantenimiento;1;0;1;0;0;0;1;ETT;0;1;0;0
15279;0.0;0.0;0.0;;0;plegadora;Menor 30;;Mantenimiento;1;1;0;0;0;0;1;Indefinido;0;0;1;0
15280;0.0;0.0;0.0;;0;Operario de maquinas;Mayor 50;;Mantenimiento;1;0;0;1;0;1;0;Otros;0;0;0;1
15281;0.0;0.0;1500.0;0.0;0;Ayudante LONGI004;Menor 30;;Mantenimiento;1;1;0;0;0;0;1;Indefinido;0;0;1;0
15282;0.0;0.0;607.0;0.0;0;store keeper;Mayor 50;;Mantenimiento;0;1;0;0;0;1;0;Otros;0;0;0;1
15283;0.0;0.0;0.0;;0;Ayudante perfiladora Dimeco;Entre 30-50;;Mantenimiento;1;1;0;0;1;0;0;Otros;0;0;0;1
15284;0.0;0.0;0.0;;0;LINEAS DE CORTE LONGITUDINAL;Mayor 50;;Mantenimiento;1;0;0;1;0;1;0;Indefinido;0;0;1;0
15285;25685.0;18303.0;1151.0;152.0;0;Painting;Menor 30;;Mantenimiento;1;0;0;1;0;0;1;Otros;0;0;0;1
15286;0.0;0.0;0.0;;0;operator;Entre 30-50;;Mantenimiento;1;0;1;0;1;0;0;Otros;0;0;0;1
15287;0.0;0.0;0.0;;0;MF1 LONGI001;Entre 30-50;;Mantenimiento;1;0;0;1;1;0;0;Duración Determinada;1;0;0;0
15288;25685.0;18303.0;1151.0;152.0;0;NÃO SE APLICA;Menor 30;;Mantenimiento;1;0;1;0;0;0;1;Otros;0;0;0;1
15289;0.0;0.0;0.0;;0;gruista en nave 6b zona carga;Entre 30-50;;Mantenimiento;1;0;0;1;1;0;0;Indefinido;0;0;1;0
15290;0.0;0.0;0.0;;0;Maquinista longitudinales;Menor 30;;Mantenimiento;1;0;0;1;0;0;1;Otros;0;0;0;1
15291;0.0;0.0;607.0;0.0;0;Mick Brennan is responsible for all cranes and lifting equipment;Entre 30-50;;Mantenimiento;0;0;1;0;1;0;0;Indefinido;0;0;1;0
15292;0.0;0.0;0.0;;0;Handling material;Entre 30-50;;Mantenimiento;1;0;0;1;1;0;0;Otros;0;0;0;1
15293;0.0;0.0;0.0;;0;External Agency - Camera Installer;Entre 30-50;;Mantenimiento;1;0;0;1;1;0;0;Indefinido;0;0;1;0
15294;0.0;46113.0;1544.0;0.0;0;MF2 LONGI002;Mayor 50;;Mantenimiento;1;1;0;0;0;1;0;ETT;0;1;0;0
15295;25249.0;42485.0;1419.0;829.0;0;Maquinista Sierras Corte Tubos;Entre 30-50;;Mantenimiento;1;0;1;0;1;0;0;Otros;0;0;0;1
15296;2836.0;2046.0;1212.0;0.0;0;Ensamblado tubo tracker (plantilla 2);Entre 30-50;;Mantenimiento;1;0;0;1;1;0;0;Otros;0;0;0;1
15297;17051.0;211.0;757.0;0.0;0;Toolmaker;Mayor 50;;Mantenimiento;1;1;0;0;0;1;0;Otros;0;0;0;1
15298;0.0;0.0;0.0;0.0;0;Team Leader;Menor 30;;Mantenimiento;1;0;1;0;0;0;1;Otros;0;0;0;1
15299;0.0;0.0;0.0;;0;Embalador 1 (en capacitación);Entre 30-50;;Mantenimiento;1;0;0;1;1;0;0;Indefinido;0;0;1;0
15300;0.0;0.0;0.0;;0;EMABALADOR;Entre 30-50;;Mantenimiento;1;0;1;0;1;0;0;Indefinido;0;0;1;0
15301;17051.0;211.0;757.0;0.0;0;Flejador LONGI001;Menor 30;;Mantenimiento;1;1;0;0;0;0;1;Otros;0;0;0;1
15302;25685.0;18303.0;1151.0;152.0;0;Recibidor línea 3mts;Mayor 50;;Mantenimiento;0;0;1;0;0;1;0;Otros;0;0;0;1
15303;0.0;0.0;0.0;;0;Weighbridge Operator;Mayor 50;;Mantenimiento;1;0;0;1;0;1;0;Otros;0;0;0;1
15304;2836.0;2046.0;1212.0;0.0;0;Press operator Ln 3  2nd shift;Entre 30-50;;Mantenimiento;1;0;0;1;1;0;0;ETT;0;1;0;0
15305;25249.0;42485.0;1419.0;829.0;0;maquinista;Entre 30-50;;Mantenimiento;1;0;0;1;1;0;0;Indefinido;0;0;1;0
15306;0.0;0.0;607.0;0.0;0;operatorof Press;Mayor 50;;Mantenimiento;1;1;0;0;0;1;0;Otros;0;0;0;1
15307;17051.0;211.0;757.0;0.0;0;Blanking operator;Mayor 50;;Mantenimiento;1;0;1;0;0;1;0;Otros;0;0;0;1
15308;25249.0;42485.0;1419.0;829.0;0;Prozessoptimierer;Entre 30-50;;Mantenimiento;1;0;0;1;1;0;0;Indefinido;0;0;1;0
15309;0.0;0.0;0.0;;0;Sierra Behringer;Entre 30-50;;Mantenimiento;1;1;0;0;1;0;0;Indefinido;0;0;1;0
15310;25249.0;42485.0;1419.0;829.0;0;mantenimiento mecánico;Entre 30-50;;Mantenimiento;1;0;0;1;1;0;0;ETT;0;1;0;0
15311;0.0;0.0;0.0;;0;Slitter Operators ;Mayor 50;;Mantenimiento;1;1;0;0;0;1;0;Otros;0;0;0;1
15312;25249.0;42485.0;1419.0;829.0;0;Ayudante longitudinal;Menor 30;;Mantenimiento;1;1;0;0;0;0;1;ETT;0;1;0;0
15313;25249.0;42485.0;1419.0;829.0;0;Press Operator;Entre 30-50;;Mantenimiento;1;0;1;0;1;0;0;Otros;0;0;0;1
15314;0.0;0.0;0.0;;0;Handling material;Entre 30-50;;Mantenimiento;1;0;1;0;1;0;0;Otros;0;0;0;1
15315;2836.0;2046.0;1212.0;0.0;0;Sierra corte metal;Entre 30-50;;Mantenimiento;1;0;1;0;1;0;0;Indefinido;0;0;1;0
15316;25685.0;18303.0;1151.0;152.0;0;Salida de la carretilla de descarga y flejado del material;Mayor 50;;Mantenimiento;1;0;1;0;0;1;0;Otros;0;0;0;1
15317;25685.0;18303.0;1151.0;152.0;0;Operador Principal / montador de árvore de navalhas;Menor 30;;Mantenimiento;1;0;0;1;0;0;1;Indefinido;0;0;1;0
15318;25249.0;42485.0;1419.0;829.0;0;Maestro;Mayor 50;;Mantenimiento;1;0;1;0;0;1;0;Indefinido;0;0;1;0
15319;0.0;0.0;0.0;0.0;0;Power Press Op;Entre 30-50;;Mantenimiento;1;1;0;0;1;0;0;ETT;0;1;0;0
15320;0.0;0.0;0.0;;0;AYUDANTE PRENSA002;Mayor 50;;Mantenimiento;1;0;0;1;0;1;0;Otros;0;0;0;1
15321;0.0;0.0;607.0;0.0;0;Torro Hyster;Menor 30;;Mantenimiento;1;1;0;0;0;0;1;Otros;0;0;0;1
15322;17051.0;211.0;757.0;0.0;0;Mechatroinker;Mayor 50;;Mantenimiento;1;0;1;0;0;1;0;Otros;0;0;0;1
15323;0.0;0.0;0.0;;0;flejador;Mayor 50;;Mantenimiento;1;1;0;0;0;1;0;Otros;0;0;0;1
15324;17051.0;211.0;757.0;0.0;0;AYUDANTE PRENS004;Mayor 50;;Mantenimiento;0;1;0;0;0;1;0;Otros;0;0;0;1
15325;0.0;0.0;0.0;0.0;0;Operador auxiliar / Montador de árvores de navalhas;Mayor 50;;Mantenimiento;1;0;1;0;0;1;0;ETT;0;1;0;0
15326;2836.0;2046.0;1212.0;0.0;0;Gruista y limpieza de caldera;Mayor 50;;Mantenimiento;0;1;0;0;0;1;0;ETT;0;1;0;0
15327;2836.0;2046.0;1212.0;0.0;0;supervisor;Entre 30-50;;Mantenimiento;1;0;1;0;1;0;0;ETT;0;1;0;0
15328;0.0;0.0;0.0;;0;LONGI009;Mayor 50;;Mantenimiento;1;1;0;0;0;1;0;Otros;0;0;0;1
15329;0.0;0.0;1500.0;0.0;0;Embalador 1;Mayor 50;;Mantenimiento;1;0;1;0;0;1;0;Indefinido;0;0;1;0
15330;0.0;0.0;1500.0;0.0;0;Maquinistas Líneas de Corte;Entre 30-50;;Mantenimiento;1;0;1;0;1;0;0;Otros;0;0;0;1
15331;0.0;0.0;0.0;;0;Entrada por la puerta número 3 del vehículo de carga para su descarga;Entre 30-50;;Mantenimiento;1;1;0;0;1;0;0;Indefinido;0;0;1;0
15332;2836.0;2046.0;1212.0;0.0;0;DECAPADO;Entre 30-50;;Mantenimiento;1;0;1;0;1;0;0;Otros;0;0;0;1
15333;25249.0;42485.0;1419.0;829.0;0;Maintenance;Menor 30;;Mantenimiento;1;1;0;0;0;0;1;ETT;0;1;0;0
15334;17051.0;211.0;757.0;0.0;0;Traslados;Mayor 50;;Mantenimiento;1;1;0;0;0;1;0;ETT;0;1;0;0
15335;25249.0;42485.0;1419.0;829.0;0;Verlader Halle 8;Entre 30-50;;Mantenimiento;1;0;1;0;1;0;0;ETT;0;1;0;0
15336;2836.0;2046.0;1212.0;0.0;0;Forklift;Mayor 50;;Mantenimiento;1;1;0;0;0;1;0;Otros;0;0;0;1
15337;0.0;0.0;0.0;;0;Titular de Linea;Menor 30;;Mantenimiento;1;1;0;0;0;0;1;Otros;0;0;0;1
15338;25685.0;18303.0;1151.0;152.0;0;TITULAR LÍNEA CORTE PRENSA I;Mayor 50;;Mantenimiento;1;0;1;0;0;1;0;Otros;0;0;0;1
15339;17051.0;211.0;757.0;0.0;0;Maquinista plasma;Menor 30;;Mantenimiento;1;0;1;0;0;0;1;ETT;0;1;0;0
15340;17051.0;211.0;757.0;0.0;0;Operator on Evtek blanking line;Entre 30-50;;Mantenimiento;1;0;1;0;1;0;0;Otros;0;0;0;1
15341;4675.0;2625.0;240.0;0.0;0;Manutenção;Menor 30;;Mantenimiento;0;0;1;0;0;0;1;Indefinido;0;0;1;0
15342;25685.0;18303.0;1151.0;152.0;0;bobinero;Mayor 50;;Mantenimiento;1;0;1;0;0;1;0;Otros;0;0;0;1
15343;0.0;0.0;0.0;0.0;0;embaladora nave 2;Mayor 50;;Mantenimiento;1;0;1;0;0;1;0;Otros;0;0;0;1
15344;4675.0;2625.0;240.0;0.0;0;gruista en nave 6b zona carga;Entre 30-50;;Mantenimiento;1;0;1;0;1;0;0;Duración Determinada;1;0;0;0
15345;25249.0;42485.0;1419.0;829.0;0;Gruista y Maquinista Trans;Entre 30-50;;Mantenimiento;1;1;0;0;1;0;0;Otros;0;0;0;1
15346;19528.0;6377.0;262.0;56.0;0;galvanizado;Entre 30-50;;Mantenimiento;0;0;1;0;1;0;0;Duración Determinada;1;0;0;0
15347;0.0;0.0;0.0;0.0;0;Handling material;Mayor 50;;Mantenimiento;1;0;1;0;0;1;0;Otros;0;0;0;1
15348;25685.0;18303.0;1151.0;152.0;0;Gruista entrada;Entre 30-50;;Mantenimiento;1;1;0;0;1;0;0;ETT;0;1;0;0
15349;17051.0;211.0;757.0;0.0;0;Mantenimiento electrico;Mayor 50;;Mantenimiento;1;0;0;1;0;1;0;Otros;0;0;0;1
15350;0.0;0.0;0.0;;0;Kranfahrer;Entre 30-50;;Mantenimiento;1;0;1;0;1;0;0;ETT;0;1;0;0
15351;17051.0;211.0;757.0;0.0;0;/ ;Menor 30;;Mantenimiento;1;1;0;0;0;0;1;Otros;0;0;0;1
15352;25249.0;42485.0;1419.0;829.0;0;Maschinenführer 1 Presse 4/6;Menor 30;;Mantenimiento;0;0;1;0;0;0;1;ETT;0;1;0;0
15353;17051.0;211.0;757.0;0.0;0;CONTROLADOR DE PROCESOS;Entre 30-50;;Mantenimiento;1;0;0;1;1;0;0;Duración Determinada;1;0;0;0
15354;0.0;0.0;0.0;;0;Gruista de caldera;Mayor 50;;Mantenimiento;1;0;0;1;0;1;0;Otros;0;0;0;1
15355;17051.0;211.0;757.0;0.0;0;welding;Entre 30-50;;Mantenimiento;1;0;1;0;1;0;0;Otros;0;0;0;1
15356;25249.0;42485.0;1419.0;829.0;0;Pontonero y maquinista TRANS006;Mayor 50;;Mantenimiento;1;0;0;1;0;1;0;Otros;0;0;0;1
15357;0.0;0.0;0.0;0.0;0;Saumschrott durchtrennen;Entre 30-50;;Mantenimiento;1;0;1;0;1;0;0;ETT;0;1;0;0
15358;0.0;0.0;0.0;;0;MF2 Anlernen;Mayor 50;;Mantenimiento;1;0;0;1;0;1;0;ETT;0;1;0;0
15359;0.0;0.0;0.0;;0;Regular function;Entre 30-50;;Mantenimiento;1;1;0;0;1;0;0;Indefinido;0;0;1;0
15360;25249.0;42485.0;1419.0;829.0;0;ayudante de longitudinal;Menor 30;;Mantenimiento;1;0;0;1;0;0;1;Otros;0;0;0;1
15361;0.0;0.0;0.0;;0;包装packaging;Entre 30-50;;Mantenimiento;1;0;0;1;1;0;0;ETT;0;1;0;0
15362;0.0;0.0;0.0;;0;Titular Línea Corte Prensa II;Mayor 50;;Mantenimiento;1;1;0;0;0;1;0;Otros;0;0;0;1
15363;25249.0;42485.0;1419.0;829.0;0;GRUISTA TRANS004;Entre 30-50;;Mantenimiento;1;0;1;0;1;0;0;ETT;0;1;0;0
15364;0.0;0.0;607.0;0.0;0;Stacker - training as forklift driver;Mayor 50;;Mantenimiento;1;0;0;1;0;1;0;Otros;0;0;0;1
15365;0.0;0.0;0.0;;0;Maestro II;Entre 30-50;;Mantenimiento;1;0;1;0;1;0;0;Otros;0;0;0;1
15366;0.0;0.0;607.0;0.0;0;GRUISTA TRANS002;Mayor 50;;Mantenimiento;1;0;0;1;0;1;0;Otros;0;0;0;1
15367;25249.0;42485.0;1419.0;829.0;0;/ ;Mayor 50;;Mantenimiento;1;0;0;1;0;1;0;Otros;0;0;0;1
15368;4675.0;2625.0;240.0;0.0;0;Operador Logística 2;Entre 30-50;;Mantenimiento;1;0;0;1;1;0;0;Otros;0;0;0;1
15369;0.0;0.0;0.0;;0;galvanized-hanger;Menor 30;;Mantenimiento;1;0;0;1;0;0;1;Indefinido;0;0;1;0
15370;25685.0;18303.0;1151.0;152.0;0;Líder de Logistica y Planeación;Mayor 50;;Mantenimiento;1;0;0;1;0;1;0;Otros;0;0;0;1
15371;25249.0;42485.0;1419.0;829.0;0;maquinista de robot de soldadura;Menor 30;;Mantenimiento;1;0;0;1;0;0;1;Otros;0;0;0;1
15372;0.0;0.0;0.0;;0;Entrada por la puerta número 3 del vehículo de carga para su descarga;Entre 30-50;;Mantenimiento;1;0;1;0;1;0;0;Duración Determinada;1;0;0;0
15373;0.0;0.0;0.0;;0;MF LSL 1;Entre 30-50;;Mantenimiento;1;0;0;1;1;0;0;Otros;0;0;0;1
15374;0.0;0.0;0.0;;0;Operador de Har lan;Entre 30-50;;Mantenimiento;1;0;1;0;1;0;0;Otros;0;0;0;1
15375;0.0;0.0;0.0;0.0;0;Mick Brennan is responsible for all cranes and lifting equipment;Entre 30-50;;Mantenimiento;1;0;0;1;1;0;0;ETT;0;1;0;0
15376;25249.0;42485.0;1419.0;829.0;0;maquinista lc;Menor 30;;Mantenimiento;1;1;0;0;0;0;1;Otros;0;0;0;1
15377;0.0;0.0;0.0;;0;MANTENIMIENTO;Entre 30-50;;Mantenimiento;1;0;0;1;1;0;0;Otros;0;0;0;1
15378;0.0;0.0;1500.0;0.0;0;GRUISTA - CARRETILLERO - PRENSAS;Entre 30-50;;Mantenimiento;1;0;0;1;1;0;0;Otros;0;0;0;1
15379;0.0;0.0;0.0;;0;gruista/ maquinista plasma;Menor 30;;Mantenimiento;1;1;0;0;0;0;1;Otros;0;0;0;1
15380;19528.0;6377.0;262.0;56.0;0;Titular/ayudante de perfiladoras;Entre 30-50;;Mantenimiento;1;0;0;1;1;0;0;Otros;0;0;0;1
15381;0.0;0.0;0.0;;0;Si. Operario Rattunde en Formacion;Menor 30;;Mantenimiento;1;0;0;1;0;0;1;Otros;0;0;0;1
15382;17051.0;211.0;757.0;0.0;0;Gruista y limpieza de caldera;Mayor 50;;Mantenimiento;1;0;1;0;0;1;0;Otros;0;0;0;1
15383;4675.0;2625.0;240.0;0.0;0;Auxiliar de producción;Mayor 50;;Mantenimiento;1;0;0;1;0;1;0;Otros;0;0;0;1
15384;25685.0;18303.0;1151.0;152.0;0;CARPINTERO TRANS001;Entre 30-50;;Mantenimiento;1;1;0;0;1;0;0;Duración Determinada;1;0;0;0
15385;0.0;0.0;0.0;;0;DECAPADO;Mayor 50;;Mantenimiento;1;0;0;1;0;1;0;ETT;0;1;0;0
15386;0.0;0.0;607.0;0.0;0;Kranführer H1 Nord;Menor 30;;Mantenimiento;1;1;0;0;0;0;1;Otros;0;0;0;1
15387;0.0;0.0;0.0;;0;lider;Mayor 50;;Mantenimiento;1;1;0;0;0;1;0;Duración Determinada;1;0;0;0
15388;2836.0;2046.0;1212.0;0.0;0;Linha de corte transversal;Mayor 50;;Mantenimiento;1;0;0;1;0;1;0;Otros;0;0;0;1
15389;25249.0;42485.0;1419.0;829.0;0;Maquinista LONGI003;Menor 30;;Mantenimiento;1;1;0;0;0;0;1;Otros;0;0;0;1
15390;25249.0;42485.0;1419.0;829.0;0;Líneas de Corte Longitudinal;Entre 30-50;;Mantenimiento;1;0;0;1;1;0;0;Otros;0;0;0;1
15391;25249.0;42485.0;1419.0;829.0;0;gruista de salida;Entre 30-50;;Mantenimiento;1;0;0;1;1;0;0;ETT;0;1;0;0
15392;0.0;0.0;0.0;;0;Operador puente grúa;Entre 30-50;;Mantenimiento;1;1;0;0;1;0;0;Otros;0;0;0;1
15393;25685.0;18303.0;1151.0;152.0;0;LONGI004;Mayor 50;;Mantenimiento;1;1;0;0;0;1;0;Indefinido;0;0;1;0
15394;0.0;0.0;1500.0;0.0;0;Programador;Mayor 50;;Mantenimiento;1;0;1;0;0;1;0;Indefinido;0;0;1;0
15395;0.0;0.0;0.0;;0;Supervisor;Mayor 50;;Mantenimiento;1;0;0;1;0;1;0;Indefinido;0;0;1;0
15396;0.0;0.0;0.0;0.0;0;EMBALADORA;Mayor 50;;Mantenimiento;1;0;0;1;0;1;0;Duración Determinada;1;0;0;0
15397;25249.0;42485.0;1419.0;829.0;0;Flejador/ ayudante TRANS007;Menor 30;;Mantenimiento;1;0;1;0;0;0;1;Indefinido;0;0;1;0
15398;25249.0;42485.0;1419.0;829.0;0;GRUISTA LONGI004-008+MANTENIMIENTO+MAQUINISTA LONGI008;Mayor 50;;Mantenimiento;1;1;0;0;0;1;0;Indefinido;0;0;1;0
15399;25249.0;42485.0;1419.0;829.0;0;Operador Logistico I;Entre 30-50;;Mantenimiento;1;0;0;1;1;0;0;Otros;0;0;0;1
15400;0.0;0.0;0.0;;0;Almacenes;Entre 30-50;;Mantenimiento;1;0;0;1;1;0;0;Otros;0;0;0;1
