;Codigo accidentado;Turno;Gender;Planta;Tipo accidente;Tipo trabajador;Fabrica;Tecnología;Pais;Horas Presencia Efectiva Subcontratados;Horas Presencia Efectiva ETTs;Horas Formacion Seguridad Propios;Horas Formacion Seguridad ETTs;Accident;wk_position;Age;Severity;Accident_place
10197;;Turno de noche;Mujer;46;Accidente s/b;Cedidos de otras plantas;Hiasa;Galvanizado Inmersión;España;0.0;167848.0;1300.5;101.5;No;Ayudante volteador;Entre 30-50;Grave;Mantenimiento
10198;;Turno de tarde;Hombre;26;Accidente c/b;Duración Determinada;Campinas;Skinpass;Brasil;2835.52;2046.18;1212.5;0.0;No;ENH PRODUCTION;Entre 30-50;Grave;Mantenimiento
10199;;Turno de tarde;Hombre;29;Accidente s/b;Incidente (no aplica);Galicia;Corte Longitudinal;España;17051.0;211.0;756.3;0.4;No;CARRETILLERO TRANS005;Mayor 50;Grave;Mantenimiento
10200;;Turno de tarde;Hombre;25;Accidente c/b;Indefinido;Campinas;Prensa;Brasil;2835.52;2046.18;1212.5;0.0;No;Gruista tubos;Mayor 50;Muy grave;Mantenimiento
10201;;Turno de noche;Mujer;26;Accidente c/b;Indefinido con preaviso;Campinas;Skinpass;Brasil;2835.52;2046.18;1212.5;0.0;No;Gantry crane operator;Entre 30-50;Grave;Mantenimiento
10202;;Turno de tarde;Hombre;26;Accidente c/b;Prácticas;Campinas;Skinpass;Brasil;2835.52;2046.18;1212.5;0.0;No;wrapping and packing bundles of steel ;Entre 30-50;Grave;Mantenimiento
10203;;Turno de tarde;Hombre;43;Accidente c/b;Indefinido con preaviso;Hiasa;Corte Plasma;España;0.0;167848.0;1300.5;101.5;No;Operario Puente grúa;Entre 30-50;Grave;Mantenimiento
10204;;Turno de tarde;Hombre;84;Incidente;Indefinido;Tarragona;Corte Transversal;España;19528.0;6377.0;262.0;56.3;No;trabajo en la grúa de pórtico Q25T, nave lateral 1, colocación del círculo en el almacén de bobinas;Menor 30;Leve;Mantenimiento
10205;;Turno de noche;Hombre;54;Incidente;Subcontratado;Hiasa;Punzonado;España;0.0;167848.0;1300.5;101.5;No;Saumschrott durchtrennen;Entre 30-50;Grave;Mantenimiento
10206;;Turno de noche;Mujer;41;Incidente;Subcontratado;Hiasa;Corte Láser;España;0.0;167848.0;1300.5;101.5;No;Operador principal;Entre 30-50;Muy grave;Mantenimiento
10207;;Turno de tarde;Mujer;2;Accidente s/b;Indefinido con preaviso;Argentina;Corte Longitudinal;Argentina;0.0;0.0;606.5;0.0;No;Flejado y Embalado;Entre 30-50;Grave;Mantenimiento
10208;;Turno de tarde;Hombre;34;Accidente c/b;Duración Determinada;Gonvauto Barcelona;Blanking;España;72495.20000000001;21968.3;587.0;0.0;No;Auxiliar de producción;Entre 30-50;Grave;Mantenimiento
10209;;Turno de tarde;Hombre;2;Incidente;Prácticas;Argentina;Corte Longitudinal;Argentina;0.0;0.0;606.5;0.0;No;Si (empresa externa);Entre 30-50;Muy grave;Mantenimiento
10210;;Turno de mañana;Hombre;54;Incidente;Cedidos de otras plantas;Hiasa;Punzonado;España;0.0;167848.0;1300.5;101.5;No;operator on catting line;Entre 30-50;Grave;Mantenimiento
10211;;Turno de noche;Hombre;30;Accidente c/b;No aplica;Galicia;Corte Transversal;España;17051.0;211.0;756.3;0.4;No;Verificador tubos 601;Mayor 50;Muy grave;Mantenimiento
10212;;Turno de noche;Hombre;13;Incidente;Indefinido con preaviso;Burgos;Blanking;España;25249.0;42484.0;1419.3;830.0999999999999;No;TREN DE LAMINACIÓN;Entre 30-50;Muy grave;Mantenimiento
10213;;Turno de mañana;Hombre;18;Incidente;Cedidos de otras plantas;Burgos;Laminado;España;25249.0;42484.0;1419.3;830.0999999999999;No;Maquinista LC4;Entre 30-50;Grave;Mantenimiento
10214;;Turno de noche;Hombre;47;Accidente c/b;Cedidos de otras plantas;Hiasa;Laminado;España;0.0;167848.0;1300.5;101.5;No;Chofer;Entre 30-50;Leve;Mantenimiento
10215;;Turno de tarde;Hombre;55;Incidente;Duración Determinada;Hiasa;Sierra;España;0.0;167848.0;1300.5;101.5;No;Mitarbeiter Produktion;Entre 30-50;Muy grave;Mantenimiento
10216;;Turno de tarde;Hombre;27;Accidente c/b;Subcontratado;Czech;Corte Láser 3D;Rep.Checa;0.0;0.0;0.0;0.0;No;Carretillero galvanizado;Entre 30-50;Grave;Mantenimiento
10217;;Turno de mañana;Hombre;30;Accidente s/b;No aplica;Galicia;Corte Transversal;España;17051.0;211.0;756.3;0.4;No;slitting Op ;Entre 30-50;Grave;Mantenimiento
10218;;Turno de tarde;Hombre;54;Accidente s/b;Indefinido con preaviso;Hiasa;Punzonado;España;0.0;167848.0;1300.5;101.5;No;CARRETILLERO TRANS005;Entre 30-50;Grave;Mantenimiento
10219;;Turno de mañana;Hombre;6;Accidente c/b;Subcontratado;Arizona;Tubos;EEUU;0.0;0.0;0.0;0.0;No;Supplier;Entre 30-50;Grave;Mantenimiento
10220;;Turno de tarde;Hombre;27;Accidente c/b;Indefinido;Czech;Corte Láser 3D;Rep.Checa;0.0;0.0;0.0;0.0;No;Shift Manager;Entre 30-50;Leve;Mantenimiento
10221;;Turno de tarde;Hombre;1;Accidente c/b;No aplica;Argentina;Blanking;Argentina;0.0;0.0;606.5;0.0;No;Operador Paletizadora;Entre 30-50;Muy grave;Mantenimiento
10222;;Turno de noche;Hombre;84;Accidente s/b;Incidente (no aplica);Tarragona;Corte Transversal;España;19528.0;6377.0;262.0;56.3;No;galvanized;Entre 30-50;Grave;Mantenimiento
10223;;Turno de tarde;Hombre;7;Accidente s/b;Indefinido;Barcelona;Cizalla;España;25684.5;18302.3;1150.6;151.5;No;Carreteillero;Mayor 50;Muy grave;Mantenimiento
10224;;Turno de mañana;Hombre;34;Incidente;No aplica;Gonvauto Barcelona;Blanking;España;72495.20000000001;21968.3;587.0;0.0;No;Mitarbeiter Qualitätsmanagement;Menor 30;Leve;Mantenimiento
10225;;Turno de noche;Hombre;14;Accidente s/b;Indefinido;Burgos;Cizalla;España;25249.0;42484.0;1419.3;830.0999999999999;No;Maschinenführer 1, Presse 2;Entre 30-50;Muy grave;Mantenimiento
10226;;Turno de noche;Hombre;20;Accidente c/b;Cedidos de otras plantas;Burgos;Skinpass;España;25249.0;42484.0;1419.3;830.0999999999999;No;Operario de montacarga;Menor 30;Muy grave;Mantenimiento
10227;;Turno de tarde;Hombre;57;Accidente s/b;Indefinido con preaviso;Kaluga;Blanking;Russia;4675.0;2625.3;240.0;0.0;No;APILADOR TRANS002;Entre 30-50;Muy grave;Mantenimiento
10228;;Turno de noche;Mujer;56;Incidente;Subcontratado;Hiasa;Tubos;España;0.0;167848.0;1300.5;101.5;No;Material handler;Entre 30-50;Muy grave;Mantenimiento
10229;;Turno de tarde;Hombre;33;Accidente s/b;Prácticas;Gonvauto Asturias;Tubos;España;0.0;29316.0;188.0;47.0;No;worker;Entre 30-50;Muy grave;Mantenimiento
10230;;Turno de noche;Hombre;20;Incidente;Cedidos de otras plantas;Burgos;Skinpass;España;25249.0;42484.0;1419.3;830.0999999999999;No;Operario Salida Decapado;Menor 30;Muy grave;Mantenimiento
10231;;Turno de mañana;Hombre;4;Accidente s/b;Cedidos de otras plantas;Arizona;Células Soldadura;EEUU;0.0;0.0;0.0;0.0;No;Carretillero Railsider;Mayor 50;Muy grave;Mantenimiento
10232;;Turno de mañana;Hombre;43;Accidente c/b;Indefinido con preaviso;Hiasa;Corte Plasma;España;0.0;167848.0;1300.5;101.5;No;packaging operator;Mayor 50;Leve;Mantenimiento
10233;;Turno de noche;Hombre;43;Accidente s/b;ETT;Hiasa;Corte Plasma;España;0.0;167848.0;1300.5;101.5;No;IT-Administrator;Mayor 50;Muy grave;Mantenimiento
10234;;Turno de noche;Hombre;26;Accidente c/b;Incidente (no aplica);Campinas;Skinpass;Brasil;2835.52;2046.18;1212.5;0.0;No;GRUISTA PTA008;Mayor 50;Grave;Mantenimiento
10235;;Turno de tarde;Hombre;15;Incidente;ETT;Burgos;Corte Longitudinal;España;25249.0;42484.0;1419.3;830.0999999999999;No;Maquinista LONGI003;Mayor 50;Muy grave;Mantenimiento
10236;;Turno de mañana;Hombre;45;Accidente s/b;Incidente (no aplica);Hiasa;Decapado;España;0.0;167848.0;1300.5;101.5;No;GRUISTA DE CALDERA Y OPERARIOS DE LIMPIEZA;Menor 30;Grave;Mantenimiento
10237;;Turno de mañana;Hombre;6;Accidente s/b;Indefinido con preaviso;Arizona;Tubos;EEUU;0.0;0.0;0.0;0.0;No;Descarga Galvanizado.;Mayor 50;Leve;Mantenimiento
10238;;Turno de tarde;Hombre;28;Incidente;No aplica;Galicia;Blanking;España;17051.0;211.0;756.3;0.4;No;galvanized - hanger;Mayor 50;Muy grave;Mantenimiento
10239;;Turno de noche;Hombre;12;Accidente s/b;No aplica;Barcelona;Skinpass;España;25684.5;18302.3;1150.6;151.5;No;Operador logistico;Entre 30-50;Muy grave;Mantenimiento
10240;;Turno de tarde;Hombre;19;Accidente s/b;Indefinido con preaviso;Burgos;Recocido;España;25249.0;42484.0;1419.3;830.0999999999999;No;GRUISTA;Entre 30-50;Leve;Mantenimiento
10241;;Turno de tarde;Mujer;84;Accidente s/b;ETT;Tarragona;Corte Transversal;España;19528.0;6377.0;262.0;56.3;No;Gruista zona negro;Menor 30;Muy grave;Mantenimiento
10242;;Turno de noche;Hombre;56;Accidente s/b;Prácticas;Hiasa;Tubos;España;0.0;167848.0;1300.5;101.5;No;Material Handler moving stock around and loading vehicles;Entre 30-50;Grave;Mantenimiento
10243;;Turno de tarde;Hombre;56;Accidente c/b;Indefinido;Hiasa;Tubos;España;0.0;167848.0;1300.5;101.5;No;MAQUINISTA CORTE LONGITUDINAL;Entre 30-50;Leve;Mantenimiento
10244;;Turno de noche;Mujer;56;Incidente;Subcontratado;Hiasa;Tubos;España;0.0;167848.0;1300.5;101.5;No;SI. Carretillero;Mayor 50;Grave;Mantenimiento
10245;;Turno de mañana;Hombre;4;Accidente s/b;Indefinido;Arizona;Células Soldadura;EEUU;0.0;0.0;0.0;0.0;No;Accidente que ocurre en la planta de un cliente con una cantonera colocada en un paquete de formatos enviado desde nuestra planta;Menor 30;Muy grave;Mantenimiento
10246;;Turno de mañana;Hombre;34;Incidente;Prácticas;Gonvauto Barcelona;Blanking;España;72495.20000000001;21968.3;587.0;0.0;No;Mechatroinker;Menor 30;Grave;Mantenimiento
10247;;Turno de tarde;Hombre;35;Accidente s/b;Duración Determinada;Gonvauto Barcelona;Corte Transversal;España;72495.20000000001;21968.3;587.0;0.0;No;Gruista tubos;Entre 30-50;Muy grave;Mantenimiento
10248;;Turno de mañana;Hombre;12;Incidente;Subcontratado;Barcelona;Skinpass;España;25684.5;18302.3;1150.6;151.5;No;Carga material negro;Mayor 50;Muy grave;Mantenimiento
10249;;Turno de noche;Hombre;4;Accidente s/b;Duración Determinada;Arizona;Células Soldadura;EEUU;0.0;0.0;0.0;0.0;No;OPERADOR CARRETILLA;Entre 30-50;Muy grave;Mantenimiento
10250;;Turno de noche;Hombre;53;Accidente c/b;Subcontratado;Hiasa;Prensa;España;0.0;167848.0;1300.5;101.5;No;BOBINERO;Entre 30-50;Grave;Mantenimiento
10251;;Turno de mañana;Hombre;34;Accidente s/b;Cedidos de otras plantas;Gonvauto Barcelona;Blanking;España;72495.20000000001;21968.3;587.0;0.0;No;Accidente que ocurre en la planta de un cliente con una cantonera colocada en un paquete de formatos enviado desde nuestra planta;Mayor 50;Leve;Mantenimiento
10252;;Turno de mañana;Hombre;13;Accidente c/b;ETT;Burgos;Blanking;España;25249.0;42484.0;1419.3;830.0999999999999;No;Soldador;Mayor 50;Grave;Mantenimiento
10253;;Turno de noche;Hombre;84;Incidente;Prácticas;Tarragona;Corte Transversal;España;19528.0;6377.0;262.0;56.3;No;Operador de Logística;Menor 30;Muy grave;Mantenimiento
10254;;Turno de tarde;Hombre;46;Accidente s/b;Cedidos de otras plantas;Hiasa;Galvanizado Inmersión;España;0.0;167848.0;1300.5;101.5;No;Puente Grua - Flejador;Entre 30-50;Muy grave;Mantenimiento
10255;;Turno de tarde;Hombre;43;Accidente s/b;Prácticas;Hiasa;Corte Plasma;España;0.0;167848.0;1300.5;101.5;No;Fertigungsingenieur;Menor 30;Grave;Mantenimiento
10256;;Turno de mañana;Hombre;84;Accidente c/b;Indefinido con preaviso;Tarragona;Corte Transversal;España;19528.0;6377.0;262.0;56.3;No;GRUISTA - EMBALADOR;Menor 30;Grave;Mantenimiento
10257;;Turno de noche;Hombre;55;Incidente;Indefinido;Hiasa;Sierra;España;0.0;167848.0;1300.5;101.5;No;Flejado y Embalado;Mayor 50;Muy grave;Mantenimiento
10258;;Turno de mañana;Hombre;5;Incidente;Subcontratado;Arizona;Corte Láser;EEUU;0.0;0.0;0.0;0.0;No;Jefe de gestión de Mantenimiento;Menor 30;Grave;Mantenimiento
10259;;Turno de noche;Mujer;29;Incidente;Subcontratado;Galicia;Corte Longitudinal;España;17051.0;211.0;756.3;0.4;No;Controlador de proceso;Entre 30-50;Leve;Mantenimiento
10260;;Turno de mañana;Hombre;34;Incidente;Indefinido con preaviso;Gonvauto Barcelona;Blanking;España;72495.20000000001;21968.3;587.0;0.0;No;Trasladando bobina;Entre 30-50;Muy grave;Mantenimiento
10261;;Turno de mañana;Hombre;1;Accidente c/b;Incidente (no aplica);Argentina;Blanking;Argentina;0.0;0.0;606.5;0.0;No;Titular Línea Corte Prensa II;Menor 30;Grave;Mantenimiento
10262;;Turno de mañana;Hombre;32;Incidente;Indefinido con preaviso;Gonvauto Asturias;Sierra;España;0.0;29316.0;188.0;47.0;No;Maschinenführer 2 Presse 7;Mayor 50;Grave;Mantenimiento
10263;;Turno de tarde;Hombre;84;Accidente c/b;Duración Determinada;Tarragona;Corte Transversal;España;19528.0;6377.0;262.0;56.3;No;Operario entrada linea decapado;Menor 30;Grave;Mantenimiento
10264;;Turno de tarde;Hombre;47;Accidente c/b;Cedidos de otras plantas;Hiasa;Laminado;España;0.0;167848.0;1300.5;101.5;No;Carrtillero;Mayor 50;Muy grave;Mantenimiento
10265;;Turno de tarde;Hombre;84;Accidente s/b;Prácticas;Tarragona;Corte Transversal;España;19528.0;6377.0;262.0;56.3;No;Cargador/descargador galvanizado;Menor 30;Leve;Mantenimiento
10266;;Turno de mañana;Hombre;27;Incidente;Cedidos de otras plantas;Czech;Corte Láser 3D;Rep.Checa;0.0;0.0;0.0;0.0;No;Toolmaker;Mayor 50;Muy grave;Mantenimiento
10267;;Turno de mañana;Hombre;44;Accidente c/b;Cedidos de otras plantas;Hiasa;Corte Transversal;España;0.0;167848.0;1300.5;101.5;No;Gruista entrada;Entre 30-50;Grave;Mantenimiento
10268;;Turno de mañana;Hombre;12;Accidente s/b;Incidente (no aplica);Barcelona;Skinpass;España;25684.5;18302.3;1150.6;151.5;No;Lifting material on acid pool;Mayor 50;Muy grave;Mantenimiento
10269;;Turno de mañana;Hombre;16;Incidente;Subcontratado;Burgos;Corte Transversal;España;25249.0;42484.0;1419.3;830.0999999999999;No;Maquinista plasma;Entre 30-50;Grave;Mantenimiento
10270;;Turno de tarde;Hombre;20;Incidente;Incidente (no aplica);Burgos;Skinpass;España;25249.0;42484.0;1419.3;830.0999999999999;No;EPM;Entre 30-50;Grave;Mantenimiento
10271;;Turno de noche;Hombre;14;Accidente c/b;Duración Determinada;Burgos;Cizalla;España;25249.0;42484.0;1419.3;830.0999999999999;No;lider;Mayor 50;Muy grave;Mantenimiento
10272;;Turno de mañana;Mujer;44;Accidente c/b;Prácticas;Hiasa;Corte Transversal;España;0.0;167848.0;1300.5;101.5;No;gruista en nave 6b zona carga;Entre 30-50;Muy grave;Mantenimiento
10273;;Turno de tarde;Hombre;5;Accidente s/b;Indefinido;Arizona;Corte Láser;EEUU;0.0;0.0;0.0;0.0;No;Gruista y limpieza de caldera;Entre 30-50;Muy grave;Mantenimiento
10274;;Turno de tarde;Mujer;55;Accidente c/b;ETT;Hiasa;Sierra;España;0.0;167848.0;1300.5;101.5;No;Maquinista Sierras Corte Tubos;Entre 30-50;Grave;Mantenimiento
10275;;Turno de noche;Mujer;20;Accidente s/b;Cedidos de otras plantas;Burgos;Skinpass;España;25249.0;42484.0;1419.3;830.0999999999999;No;LONGI002;Menor 30;Muy grave;Mantenimiento
10276;;Turno de mañana;Hombre;25;Incidente;ETT;Campinas;Prensa;Brasil;2835.52;2046.18;1212.5;0.0;No;Maniobra de marcha atrás después de dejar el palé con producto acabado en la zona B3;Menor 30;Muy grave;Mantenimiento
10277;;Turno de tarde;Hombre;28;Accidente s/b;No aplica;Galicia;Blanking;España;17051.0;211.0;756.3;0.4;No;Auxiliar de produccion;Entre 30-50;Muy grave;Mantenimiento
10278;;Turno de noche;Hombre;27;Incidente;Duración Determinada;Czech;Corte Láser 3D;Rep.Checa;0.0;0.0;0.0;0.0;No;Auxiliar de Laboratorio;Entre 30-50;Leve;Mantenimiento
10279;;Turno de tarde;Hombre;19;Accidente c/b;No aplica;Burgos;Recocido;España;25249.0;42484.0;1419.3;830.0999999999999;No;si;Menor 30;Muy grave;Mantenimiento
10280;;Turno de tarde;Hombre;53;Accidente c/b;Incidente (no aplica);Hiasa;Prensa;España;0.0;167848.0;1300.5;101.5;No;TPM loading car loop;Mayor 50;Grave;Mantenimiento
10281;;Turno de mañana;Hombre;1;Accidente c/b;Duración Determinada;Argentina;Blanking;Argentina;0.0;0.0;606.5;0.0;No;Maschinenführer1 (MF1);Entre 30-50;Leve;Mantenimiento
10282;;Turno de noche;Hombre;53;Accidente c/b;Indefinido;Hiasa;Prensa;España;0.0;167848.0;1300.5;101.5;No;Ayudante de circular;Entre 30-50;Muy grave;Mantenimiento
10283;;Turno de noche;Hombre;57;Accidente c/b;Cedidos de otras plantas;Kaluga;Blanking;Russia;4675.0;2625.3;240.0;0.0;No;manager;Entre 30-50;Leve;Mantenimiento
10284;;Turno de noche;Hombre;18;Accidente s/b;No aplica;Burgos;Laminado;España;25249.0;42484.0;1419.3;830.0999999999999;No;caretillero;Entre 30-50;Grave;Mantenimiento
10285;;Turno de mañana;Hombre;28;Accidente c/b;Prácticas;Galicia;Blanking;España;17051.0;211.0;756.3;0.4;No;Inspector de Calidad;Entre 30-50;Grave;Mantenimiento
10286;;Turno de noche;Hombre;46;Accidente c/b;Indefinido con preaviso;Hiasa;Galvanizado Inmersión;España;0.0;167848.0;1300.5;101.5;No;Gruista de salida;Mayor 50;Grave;Mantenimiento
10287;;Turno de mañana;Hombre;29;Accidente c/b;Subcontratado;Galicia;Corte Longitudinal;España;17051.0;211.0;756.3;0.4;No;Expedição - enlonamento;Entre 30-50;Leve;Mantenimiento
10288;;Turno de noche;Hombre;34;Incidente;Duración Determinada;Gonvauto Barcelona;Blanking;España;72495.20000000001;21968.3;587.0;0.0;No;operatorof Press;Menor 30;Leve;Mantenimiento
10289;;Turno de tarde;Hombre;35;Accidente s/b;No aplica;Gonvauto Barcelona;Corte Transversal;España;72495.20000000001;21968.3;587.0;0.0;No;Maschinenführer 2;Menor 30;Leve;Mantenimiento
10290;;Turno de mañana;Hombre;54;Incidente;No aplica;Hiasa;Punzonado;España;0.0;167848.0;1300.5;101.5;No;Preparación del material para el corte en la línea, corte flejado;Entre 30-50;Leve;Mantenimiento
10291;;Turno de tarde;Mujer;2;Accidente s/b;Prácticas;Argentina;Corte Longitudinal;Argentina;0.0;0.0;606.5;0.0;No;Alimentador tubos 601;Menor 30;Muy grave;Mantenimiento
10292;;Turno de mañana;Mujer;34;Accidente s/b;No aplica;Gonvauto Barcelona;Blanking;España;72495.20000000001;21968.3;587.0;0.0;No;línea de corte;Mayor 50;Muy grave;Mantenimiento
10293;;Turno de mañana;Hombre;29;Accidente c/b;Incidente (no aplica);Galicia;Corte Longitudinal;España;17051.0;211.0;756.3;0.4;No;Techniker;Mayor 50;Grave;Mantenimiento
10294;;Turno de noche;Hombre;26;Accidente s/b;Indefinido con preaviso;Campinas;Skinpass;Brasil;2835.52;2046.18;1212.5;0.0;No;Maquinista Perfiladora Tubos;Entre 30-50;Grave;Mantenimiento
10295;;Turno de tarde;Hombre;14;Incidente;Subcontratado;Burgos;Cizalla;España;25249.0;42484.0;1419.3;830.0999999999999;No;Forklift Operator;Entre 30-50;Grave;Mantenimiento
10296;;Turno de noche;Hombre;36;Accidente c/b;No aplica;Dongguan;Blanking;China;0.0;0.0;1501.0;0.0;No;Torro Hyster;Menor 30;Muy grave;Mantenimiento
10297;;Turno de tarde;Hombre;47;Accidente s/b;ETT;Hiasa;Laminado;España;0.0;167848.0;1300.5;101.5;No;Slitting Operator;Menor 30;Muy grave;Mantenimiento
10298;;Turno de tarde;Hombre;44;Accidente s/b;Duración Determinada;Hiasa;Corte Transversal;España;0.0;167848.0;1300.5;101.5;No;Entrada por la puerta número 3 del vehículo de carga para su descarga;Entre 30-50;Leve;Mantenimiento
10299;;Turno de tarde;Hombre;33;Accidente c/b;Duración Determinada;Gonvauto Asturias;Tubos;España;0.0;29316.0;188.0;47.0;No;Operador Principal LCL;Entre 30-50;Grave;Mantenimiento
10300;;Turno de mañana;Hombre;55;Accidente s/b;Incidente (no aplica);Hiasa;Sierra;España;0.0;167848.0;1300.5;101.5;No;GRUISTA - CARRETILLERO - PRENSAS;Mayor 50;Muy grave;Mantenimiento
10301;;Turno de noche;Mujer;6;Incidente;ETT;Arizona;Tubos;EEUU;0.0;0.0;0.0;0.0;No;Puente Grua Tubos;Entre 30-50;Grave;Mantenimiento
10302;;Turno de tarde;Hombre;36;Accidente c/b;Subcontratado;Dongguan;Blanking;China;0.0;0.0;1501.0;0.0;No;supervisor;Entre 30-50;Grave;Mantenimiento
10303;;Turno de mañana;Hombre;57;Accidente c/b;Duración Determinada;Kaluga;Blanking;Russia;4675.0;2625.3;240.0;0.0;No;Gruista nave 6b zona negro;Entre 30-50;Grave;Mantenimiento
10304;;Turno de mañana;Hombre;44;Incidente;Subcontratado;Hiasa;Corte Transversal;España;0.0;167848.0;1300.5;101.5;No;Salida Galvanizado;Entre 30-50;Grave;Mantenimiento
10305;;Turno de mañana;Hombre;55;Incidente;Incidente (no aplica);Hiasa;Sierra;España;0.0;167848.0;1300.5;101.5;No;Auxiliar de Laboratorio;Menor 30;Muy grave;Mantenimiento
10306;;Turno de mañana;Hombre;4;Incidente;Cedidos de otras plantas;Arizona;Células Soldadura;EEUU;0.0;0.0;0.0;0.0;No;Gruista zona negro;Menor 30;Muy grave;Mantenimiento
10307;;Turno de tarde;Hombre;57;Accidente c/b;Duración Determinada;Kaluga;Blanking;Russia;4675.0;2625.3;240.0;0.0;No;AYUDANTE LONGI005;Entre 30-50;Grave;Mantenimiento
10308;;Turno de mañana;Hombre;12;Accidente s/b;ETT;Barcelona;Skinpass;España;25684.5;18302.3;1150.6;151.5;No;Movimiento de carretilla elevadora;Menor 30;Muy grave;Mantenimiento
10309;;Turno de tarde;Hombre;57;Accidente s/b;Indefinido con preaviso;Kaluga;Blanking;Russia;4675.0;2625.3;240.0;0.0;No;Líneas de Corte Longitudinal;Entre 30-50;Leve;Mantenimiento
10310;;Turno de mañana;Hombre;14;Accidente s/b;Duración Determinada;Burgos;Cizalla;España;25249.0;42484.0;1419.3;830.0999999999999;No;MF1 Presse 1;Entre 30-50;Leve;Mantenimiento
10311;;Turno de tarde;Hombre;2;Accidente c/b;No aplica;Argentina;Corte Longitudinal;Argentina;0.0;0.0;606.5;0.0;No;Operador principal;Mayor 50;Grave;Mantenimiento
10312;;Turno de tarde;Hombre;19;Incidente;Incidente (no aplica);Burgos;Recocido;España;25249.0;42484.0;1419.3;830.0999999999999;No;Mitarbeiter Produktion;Entre 30-50;Leve;Mantenimiento
10313;;Turno de mañana;Hombre;12;Incidente;Prácticas;Barcelona;Skinpass;España;25684.5;18302.3;1150.6;151.5;No;Traslado de bobinas del almacén de materia prima para su corte en la línea transversal PRENS002;Entre 30-50;Grave;Mantenimiento
10314;;Turno de noche;Hombre;30;Accidente s/b;Cedidos de otras plantas;Galicia;Corte Transversal;España;17051.0;211.0;756.3;0.4;No;Operador auxiliar;Mayor 50;Leve;Mantenimiento
10315;;Turno de mañana;Hombre;46;Accidente s/b;Incidente (no aplica);Hiasa;Galvanizado Inmersión;España;0.0;167848.0;1300.5;101.5;No;Mantenimiento electrico;Entre 30-50;Muy grave;Mantenimiento
10316;;Turno de tarde;Hombre;6;Incidente;Indefinido;Arizona;Tubos;EEUU;0.0;0.0;0.0;0.0;No;IT-Administrator;Entre 30-50;Muy grave;Mantenimiento
10317;;Turno de noche;Hombre;1;Incidente;Cedidos de otras plantas;Argentina;Blanking;Argentina;0.0;0.0;606.5;0.0;No;slitting Op ;Mayor 50;Muy grave;Mantenimiento
10318;;Turno de tarde;Hombre;1;Accidente s/b;ETT;Argentina;Blanking;Argentina;0.0;0.0;606.5;0.0;No;Maschinenführer 2 Presse 2;Entre 30-50;Muy grave;Mantenimiento
10319;;Turno de noche;Hombre;57;Incidente;No aplica;Kaluga;Blanking;Russia;4675.0;2625.3;240.0;0.0;No;Inspector de Calidad;Entre 30-50;Grave;Mantenimiento
10320;;Turno de noche;Hombre;2;Accidente c/b;Incidente (no aplica);Argentina;Corte Longitudinal;Argentina;0.0;0.0;606.5;0.0;No;DECAPADO;Entre 30-50;Grave;Mantenimiento
10321;;Turno de tarde;Hombre;45;Accidente c/b;Duración Determinada;Hiasa;Decapado;España;0.0;167848.0;1300.5;101.5;No;Bobinero;Menor 30;Muy grave;Mantenimiento
10322;;Turno de tarde;Hombre;57;Accidente c/b;Duración Determinada;Kaluga;Blanking;Russia;4675.0;2625.3;240.0;0.0;No;Instandhalter;Entre 30-50;Muy grave;Mantenimiento
10323;;Turno de noche;Hombre;25;Accidente c/b;Indefinido con preaviso;Campinas;Prensa;Brasil;2835.52;2046.18;1212.5;0.0;No;MONTADOR LONGI005;Mayor 50;Leve;Mantenimiento
10324;;Turno de noche;Hombre;6;Incidente;Duración Determinada;Arizona;Tubos;EEUU;0.0;0.0;0.0;0.0;No;AYUDANTE PRENSA002;Entre 30-50;Leve;Mantenimiento
10325;;Turno de mañana;Hombre;56;Accidente s/b;No aplica;Hiasa;Tubos;España;0.0;167848.0;1300.5;101.5;No;EMBALADORA 1;Entre 30-50;Grave;Mantenimiento
10326;;Turno de mañana;Hombre;6;Accidente s/b;Indefinido;Arizona;Tubos;EEUU;0.0;0.0;0.0;0.0;No;Titular de Línea;Mayor 50;Leve;Mantenimiento
10327;;Turno de noche;Hombre;1;Accidente c/b;Cedidos de otras plantas;Argentina;Blanking;Argentina;0.0;0.0;606.5;0.0;No;Gruísta;Entre 30-50;Grave;Mantenimiento
10328;;Turno de tarde;Hombre;2;Accidente c/b;Indefinido con preaviso;Argentina;Corte Longitudinal;Argentina;0.0;0.0;606.5;0.0;No;Acumulador;Entre 30-50;Leve;Mantenimiento
10329;;Turno de mañana;Hombre;28;Accidente s/b;Incidente (no aplica);Galicia;Blanking;España;17051.0;211.0;756.3;0.4;No;Handling material;Mayor 50;Muy grave;Mantenimiento
10330;;Turno de tarde;Hombre;4;Accidente c/b;Incidente (no aplica);Arizona;Células Soldadura;EEUU;0.0;0.0;0.0;0.0;No;Maquinista Perfiladora Tubos;Menor 30;Muy grave;Mantenimiento
10331;;Turno de tarde;Hombre;14;Accidente c/b;Prácticas;Burgos;Cizalla;España;25249.0;42484.0;1419.3;830.0999999999999;No;CARRETILLERO PRENSAS;Mayor 50;Leve;Mantenimiento
10332;;Turno de noche;Hombre;84;Accidente c/b;Indefinido con preaviso;Tarragona;Corte Transversal;España;19528.0;6377.0;262.0;56.3;No;Slitter Operator;Entre 30-50;Grave;Mantenimiento
